id;name;sex;age;social_class;siblings;parents_alive;annual_income;housenumber;browser_used;city;fraud
992;Mamee, Mr. Hanna;male;;3;0;0;72292.0;102;Internet Explorer;;No
993;Mangan, Miss. Mary;female;30.5;3;0;0;77500.0;142;Firefox;;Yes
994;Mannion, Miss. Margareth;female;;3;0;0;77375.0;86;Firefox;;No
995;Mardirosian, Mr. Sarkis;male;;3;0;0;72292.0;44;Internet Explorer;;Yes
996;Markoff, Mr. Marin;male;35.0;3;0;0;78958.0;80;Internet Explorer;;Yes
997;Markun, Mr. Johann;male;33.0;3;0;0;78958.0;81;Chrome;;Yes
998;Masselmani, Mrs. Fatima;female;;3;0;0;72250.0;43;Internet Explorer;;No
999;Matinoff, Mr. Nicola;male;;3;0;0;78958.0;175;Internet Explorer;;Yes
1000;"McCarthy, Miss. Catherine ""Katie""";female;;3;0;0;77500.0;88;Firefox;;No
1001;McCormack, Mr. Thomas Joseph;male;;3;0;0;77500.0;63;Firefox;;No
1002;McCoy, Miss. Agnes;female;;3;2;0;232500.0;234;Firefox;;No
1003;McCoy, Miss. Alicia;female;;3;2;0;232500.0;10;Firefox;;No
1004;McCoy, Mr. Bernard;male;;3;2;0;232500.0;69;Firefox;;No
1005;McDermott, Miss. Brigdet Delia;female;;3;0;0;77875.0;244;Firefox;;No
1006;McEvoy, Mr. Michael;male;;3;0;0;155000.0;100;Firefox;;Yes
1007;McGovern, Miss. Mary;female;;3;0;0;78792.0;212;Firefox;;No
1008;"McGowan, Miss. Anna ""Annie""";female;15.0;3;0;0;80292.0;130;Firefox;;No
1009;McGowan, Miss. Katherine;female;35.0;3;0;0;77500.0;73;Firefox;;Yes
1010;McMahon, Mr. Martin;male;;3;0;0;77500.0;107;Firefox;;Yes
1011;McNamee, Mr. Neal;male;24.0;3;1;0;161000.0;195;Chrome;;Yes
1012;McNamee, Mrs. Neal (Eileen O'Leary);female;19.0;3;1;0;161000.0;188;Chrome;;Yes
1013;McNeill, Miss. Bridget;female;;3;0;0;77500.0;209;Firefox;;Yes
1014;Meanwell, Miss. (Marion Ogden);female;;3;0;0;80500.0;250;Chrome;;Yes
1015;Meek, Mrs. Thomas (Annie Louise Rowley);female;;3;0;0;80500.0;216;Chrome;;Yes
1016;Meo, Mr. Alfonzo;male;55.5;3;0;0;80500.0;182;Chrome;;Yes
1017;Mernagh, Mr. Robert;male;;3;0;0;77500.0;35;Firefox;;Yes
1018;Midtsjo, Mr. Karl Albert;male;21.0;3;0;0;77750.0;60;Chrome;;No
1019;Miles, Mr. Frank;male;;3;0;0;80500.0;81;Chrome;;Yes
1020;Mineff, Mr. Ivan;male;24.0;3;0;0;78958.0;181;Chrome;;Yes
1021;Minkoff, Mr. Lazar;male;21.0;3;0;0;78958.0;105;Chrome;;Yes
1022;Mionoff, Mr. Stoytcho;male;28.0;3;0;0;78958.0;184;Chrome;;Yes
1023;Mitkoff, Mr. Mito;male;;3;0;0;78958.0;28;Chrome;;Yes
1024;"Mockler, Miss. Helen Mary ""Ellie""";female;;3;0;0;78792.0;160;Firefox;;No
1025;Moen, Mr. Sigurd Hansen;male;25.0;3;0;0;76500.0;50;Chrome;;Yes
1026;Moor, Master. Meier;male;6.0;3;0;1;124750.0;14;Chrome;;No
1027;Moor, Mrs. (Beila);female;27.0;3;0;1;124750.0;188;Chrome;;No
1028;Moore, Mr. Leonard Charles;male;;3;0;0;80500.0;25;Chrome;;Yes
1029;Moran, Miss. Bertha;female;;3;1;0;241500.0;158;Firefox;;No
1030;Moran, Mr. Daniel J;male;;3;1;0;241500.0;1;Firefox;;Yes
1031;Moran, Mr. James;male;;3;0;0;84583.0;185;Firefox;;Yes
1032;Morley, Mr. William;male;34.0;3;0;0;80500.0;127;Chrome;;Yes
1033;Morrow, Mr. Thomas Rowan;male;;3;0;0;77500.0;114;Firefox;;Yes
1034;Moss, Mr. Albert Johan;male;;3;0;0;77750.0;250;Chrome;;No
1035;Moubarek, Master. Gerios;male;;3;1;1;152458.0;120;Internet Explorer;;No
1036;"Moubarek, Master. Halim Gonios (""William George"")";male;;3;1;1;152458.0;188;Internet Explorer;;No
1037;"Moubarek, Mrs. George (Omine ""Amenia"" Alexander)";female;;3;0;2;152458.0;107;Internet Explorer;;No
1038;Moussa, Mrs. (Mantoura Boulos);female;;3;0;0;72292.0;55;Internet Explorer;;No
1039;Moutal, Mr. Rahamin Haim;male;;3;0;0;80500.0;83;Chrome;;Yes
1040;"Mullens, Miss. Katherine ""Katie""";female;;3;0;0;77333.0;170;Firefox;;No
1041;Mulvihill, Miss. Bertha E;female;24.0;3;0;0;77500.0;213;Firefox;;No
1042;Murdlin, Mr. Joseph;male;;3;0;0;80500.0;132;Chrome;;Yes
1043;"Murphy, Miss. Katherine ""Kate""";female;;3;1;0;155000.0;36;Firefox;;No
1044;Murphy, Miss. Margaret Jane;female;;3;1;0;155000.0;224;Firefox;;No
1045;Murphy, Miss. Nora;female;;3;0;0;155000.0;62;Firefox;;No
1046;Myhrman, Mr. Pehr Fabian Oliver Malkolm;male;18.0;3;0;0;77500.0;248;Chrome;;Yes
1047;Naidenoff, Mr. Penko;male;22.0;3;0;0;78958.0;74;Chrome;;Yes
1048;"Najib, Miss. Adele Kiamie ""Jane""";female;15.0;3;0;0;72250.0;33;Internet Explorer;;No
1049;"Nakid, Miss. Maria (""Mary"")";female;1.0;3;0;2;157417.0;70;Internet Explorer;;No
1050;Nakid, Mr. Sahid;male;20.0;3;1;1;157417.0;170;Internet Explorer;;No
1051;"Nakid, Mrs. Said (Waika ""Mary"" Mowad)";female;19.0;3;1;1;157417.0;153;Internet Explorer;;No
1052;Nancarrow, Mr. William Henry;male;33.0;3;0;0;80500.0;98;Chrome;;Yes
1053;Nankoff, Mr. Minko;male;;3;0;0;78958.0;241;Chrome;;Yes
1054;Nasr, Mr. Mustafa;male;;3;0;0;72292.0;110;Internet Explorer;;Yes
1055;Naughton, Miss. Hannah;female;;3;0;0;77500.0;115;Firefox;;Yes
1056;Nenkoff, Mr. Christo;male;;3;0;0;78958.0;227;Chrome;;Yes
1057;Nicola-Yarred, Master. Elias;male;12.0;3;1;0;112417.0;18;Internet Explorer;;No
1058;Nicola-Yarred, Miss. Jamila;female;14.0;3;1;0;112417.0;81;Internet Explorer;;No
1059;Nieminen, Miss. Manta Josefina;female;29.0;3;0;0;79250.0;207;Chrome;;Yes
1060;Niklasson, Mr. Samuel;male;28.0;3;0;0;80500.0;239;Chrome;;Yes
1061;Nilsson, Miss. Berta Olivia;female;18.0;3;0;0;77750.0;236;Chrome;;No
1062;Nilsson, Miss. Helmina Josefina;female;26.0;3;0;0;78542.0;206;Chrome;;No
1063;Nilsson, Mr. August Ferdinand;male;21.0;3;0;0;78542.0;66;Chrome;;Yes
1064;Nirva, Mr. Iisakki Antino Aijo;male;41.0;3;0;0;71250.0;56;Chrome;Finland Sudbury, ON;Yes
1065;Niskanen, Mr. Juha;male;39.0;3;0;0;79250.0;64;Chrome;;No
1066;Nosworthy, Mr. Richard Cater;male;21.0;3;0;0;78000.0;117;Chrome;;Yes
1067;Novel, Mr. Mansouer;male;28.5;3;0;0;72292.0;136;Internet Explorer;;Yes
1068;Nysten, Miss. Anna Sofia;female;22.0;3;0;0;77500.0;59;Chrome;;No
1069;Nysveen, Mr. Johan Hansen;male;61.0;3;0;0;62375.0;65;Chrome;;Yes
1070;O'Brien, Mr. Thomas;male;;3;1;0;155000.0;237;Firefox;;Yes
1071;O'Brien, Mr. Timothy;male;;3;0;0;78292.0;255;Firefox;;Yes
1072;"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)";female;;3;1;0;155000.0;16;Firefox;;No
1073;O'Connell, Mr. Patrick D;male;;3;0;0;77333.0;61;Firefox;;Yes
1074;O'Connor, Mr. Maurice;male;;3;0;0;77500.0;109;Firefox;;Yes
1075;O'Connor, Mr. Patrick;male;;3;0;0;77500.0;90;Firefox;;Yes
1076;Odahl, Mr. Nils Martin;male;23.0;3;0;0;92250.0;40;Chrome;;Yes
1077;O'Donoghue, Ms. Bridget;female;;3;0;0;77500.0;78;Firefox;;Yes
1078;O'Driscoll, Miss. Bridget;female;;3;0;0;77500.0;120;Firefox;;No
1079;"O'Dwyer, Miss. Ellen ""Nellie""";female;;3;0;0;78792.0;144;Firefox;;No
1080;Ohman, Miss. Velin;female;22.0;3;0;0;77750.0;72;Chrome;;No
1081;O'Keefe, Mr. Patrick;male;;3;0;0;77500.0;128;Firefox;;No
1082;"O'Leary, Miss. Hanora ""Norah""";female;;3;0;0;78292.0;205;Firefox;;No
1083;Olsen, Master. Artur Karl;male;9.0;3;0;1;31708.0;81;Chrome;;No
1084;Olsen, Mr. Henry Margido;male;28.0;3;0;0;225250.0;117;Chrome;;Yes
1085;Olsen, Mr. Karl Siegwart Andreas;male;42.0;3;0;1;84042.0;17;Chrome;;Yes
1086;Olsen, Mr. Ole Martin;male;;3;0;0;73125.0;225;Chrome;;Yes
1087;Olsson, Miss. Elina;female;31.0;3;0;0;78542.0;132;Chrome;;Yes
1088;Olsson, Mr. Nils Johan Goransson;male;28.0;3;0;0;78542.0;225;Chrome;;Yes
1089;Olsson, Mr. Oscar Wilhelm;male;32.0;3;0;0;77750.0;76;Chrome;;No
1090;Olsvigen, Mr. Thor Anderson;male;20.0;3;0;0;92250.0;146;Chrome;Oslo, Norway Cameron, WI;Yes
1091;Oreskovic, Miss. Jelka;female;23.0;3;0;0;86625.0;37;Chrome;;Yes
1092;Oreskovic, Miss. Marija;female;20.0;3;0;0;86625.0;175;Chrome;;Yes
1093;Oreskovic, Mr. Luka;male;20.0;3;0;0;86625.0;239;Chrome;;Yes
1094;Osen, Mr. Olaf Elon;male;16.0;3;0;0;92167.0;73;Chrome;;Yes
1095;Osman, Mrs. Mara;female;31.0;3;0;0;86833.0;73;Chrome;;No
1096;O'Sullivan, Miss. Bridget Mary;female;;3;0;0;76292.0;80;Firefox;;Yes
1097;Palsson, Master. Gosta Leonard;male;2.0;3;3;1;210750.0;48;Chrome;;Yes
1098;Palsson, Master. Paul Folke;male;6.0;3;3;1;210750.0;127;Chrome;;Yes
1099;Palsson, Miss. Stina Viola;female;3.0;3;3;1;210750.0;143;Chrome;;Yes
1100;Palsson, Miss. Torborg Danira;female;8.0;3;3;1;210750.0;173;Chrome;;Yes
1101;Palsson, Mrs. Nils (Alma Cornelia Berglund);female;29.0;3;0;4;210750.0;188;Chrome;;Yes
1102;Panula, Master. Eino Viljami;male;1.0;3;4;1;396875.0;137;Chrome;;Yes
1103;Panula, Master. Juha Niilo;male;7.0;3;4;1;396875.0;254;Chrome;;Yes
1104;Panula, Master. Urho Abraham;male;2.0;3;4;1;396875.0;180;Chrome;;Yes
1105;Panula, Mr. Ernesti Arvid;male;16.0;3;4;1;396875.0;106;Chrome;;Yes
1106;Panula, Mr. Jaako Arnold;male;14.0;3;4;1;396875.0;109;Chrome;;Yes
1107;Panula, Mrs. Juha (Maria Emilia Ojala);female;41.0;3;0;5;396875.0;249;Chrome;;Yes
1108;Pasic, Mr. Jakob;male;21.0;3;0;0;86625.0;63;Chrome;;Yes
1109;Patchett, Mr. George;male;19.0;3;0;0;145000.0;185;Chrome;;Yes
1110;Paulner, Mr. Uscher;male;;3;0;0;87125.0;189;Internet Explorer;;Yes
1111;Pavlovic, Mr. Stefo;male;32.0;3;0;0;78958.0;231;Chrome;;Yes
1112;Peacock, Master. Alfred Edward;male;0.75;3;1;1;137750.0;147;Chrome;;Yes
1113;Peacock, Miss. Treasteall;female;3.0;3;1;1;137750.0;201;Chrome;;Yes
1114;Peacock, Mrs. Benjamin (Edith Nile);female;26.0;3;0;2;137750.0;104;Chrome;;Yes
1115;Pearce, Mr. Ernest;male;;3;0;0;70000.0;232;Chrome;;Yes
1116;Pedersen, Mr. Olaf;male;;3;0;0;77750.0;211;Chrome;;Yes
1117;Peduzzi, Mr. Joseph;male;;3;0;0;80500.0;244;Chrome;;Yes
1118;Pekoniemi, Mr. Edvard;male;21.0;3;0;0;79250.0;225;Chrome;;Yes
1119;Peltomaki, Mr. Nikolai Johannes;male;25.0;3;0;0;79250.0;244;Chrome;;Yes
1120;Perkin, Mr. John Henry;male;22.0;3;0;0;72500.0;247;Chrome;;Yes
1121;Persson, Mr. Ernst Ulrik;male;25.0;3;1;0;77750.0;69;Chrome;;No
1122;Peter, Master. Michael J;male;;3;1;1;223583.0;51;Internet Explorer;;No
1123;Peter, Miss. Anna;female;;3;1;1;223583.0;248;Internet Explorer;;No
1124;Peter, Mrs. Catherine (Catherine Rizk);female;;3;0;2;223583.0;50;Internet Explorer;;No
1125;Peters, Miss. Katie;female;;3;0;0;81375.0;105;Firefox;;Yes
1126;Petersen, Mr. Marius;male;24.0;3;0;0;80500.0;215;Chrome;;Yes
1127;Petranec, Miss. Matilda;female;28.0;3;0;0;78958.0;54;Chrome;;Yes
1128;Petroff, Mr. Nedelio;male;19.0;3;0;0;78958.0;169;Chrome;;Yes
1129;"Petroff, Mr. Pastcho (""Pentcho"")";male;;3;0;0;78958.0;57;Chrome;;Yes
1130;Petterson, Mr. Johan Emil;male;25.0;3;1;0;77750.0;253;Chrome;;Yes
1131;Pettersson, Miss. Ellen Natalia;female;18.0;3;0;0;77750.0;214;Chrome;;Yes
1132;Pickard, Mr. Berk (Berk Trembisky);male;32.0;3;0;0;80500.0;41;Chrome;;No
1133;Plotcharsky, Mr. Vasil;male;;3;0;0;78958.0;68;Chrome;;Yes
1134;Pokrnic, Mr. Mate;male;17.0;3;0;0;86625.0;100;Chrome;;Yes
1135;Pokrnic, Mr. Tome;male;24.0;3;0;0;86625.0;18;Chrome;;Yes
1136;Radeff, Mr. Alexander;male;;3;0;0;78958.0;146;Chrome;;Yes
1137;Rasmussen, Mrs. (Lena Jacobsen Solvang);female;;3;0;0;81125.0;212;Chrome;;Yes
1138;Razi, Mr. Raihed;male;;3;0;0;72292.0;111;Internet Explorer;;Yes
1139;Reed, Mr. James George;male;;3;0;0;72500.0;100;Chrome;;Yes
1140;Rekic, Mr. Tido;male;38.0;3;0;0;78958.0;126;Chrome;;Yes
1141;Reynolds, Mr. Harold J;male;21.0;3;0;0;80500.0;72;Chrome;;Yes
1142;Rice, Master. Albert;male;10.0;3;4;1;291250.0;100;Firefox;;Yes
1143;Rice, Master. Arthur;male;4.0;3;4;1;291250.0;183;Firefox;;Yes
1144;Rice, Master. Eric;male;7.0;3;4;1;291250.0;206;Firefox;;Yes
1145;Rice, Master. Eugene;male;2.0;3;4;1;291250.0;178;Firefox;;Yes
1146;Rice, Master. George Hugh;male;8.0;3;4;1;291250.0;14;Firefox;;Yes
1147;Rice, Mrs. William (Margaret Norton);female;39.0;3;0;5;291250.0;44;Firefox;;Yes
1148;"Riihivouri, Miss. Susanna Juhantytar ""Sanni""";female;22.0;3;0;0;396875.0;57;Chrome;;Yes
1149;Rintamaki, Mr. Matti;male;35.0;3;0;0;71250.0;40;Chrome;;Yes
1150;"Riordan, Miss. Johanna ""Hannah""";female;;3;0;0;77208.0;175;Firefox;;No
1151;Risien, Mr. Samuel Beard;male;;3;0;0;145000.0;10;Chrome;;Yes
1152;Risien, Mrs. Samuel (Emma);female;;3;0;0;145000.0;158;Chrome;;Yes
1153;Robins, Mr. Alexander A;male;50.0;3;1;0;145000.0;239;Chrome;;Yes
1154;Robins, Mrs. Alexander A (Grace Charity Laury);female;47.0;3;1;0;145000.0;71;Chrome;;Yes
1155;Rogers, Mr. William John;male;;3;0;0;80500.0;22;Chrome;;Yes
1156;Rommetvedt, Mr. Knud Paust;male;;3;0;0;77750.0;215;Chrome;;Yes
1157;Rosblom, Miss. Salli Helena;female;2.0;3;1;1;202125.0;214;Chrome;;Yes
1158;Rosblom, Mr. Viktor Richard;male;18.0;3;1;1;202125.0;73;Chrome;;Yes
1159;Rosblom, Mrs. Viktor (Helena Wilhelmina);female;41.0;3;0;2;202125.0;32;Chrome;;Yes
1160;Roth, Miss. Sarah A;female;;3;0;0;80500.0;66;Chrome;;No
1161;Rouse, Mr. Richard Henry;male;50.0;3;0;0;80500.0;78;Chrome;;Yes
1162;Rush, Mr. Alfred George John;male;16.0;3;0;0;80500.0;127;Chrome;;Yes
1163;Ryan, Mr. Edward;male;;3;0;0;77500.0;250;Firefox;;No
1164;Ryan, Mr. Patrick;male;;3;0;0;241500.0;162;Firefox;;Yes
1165;Saad, Mr. Amin;male;;3;0;0;72292.0;34;Internet Explorer;;Yes
1166;Saad, Mr. Khalil;male;25.0;3;0;0;72250.0;170;Internet Explorer;;Yes
1167;Saade, Mr. Jean Nassr;male;;3;0;0;72250.0;9;Internet Explorer;;Yes
1168;Sadlier, Mr. Matthew;male;;3;0;0;77292.0;244;Firefox;;Yes
1169;Sadowitz, Mr. Harry;male;;3;0;0;75750.0;202;Chrome;;Yes
1170;Saether, Mr. Simon Sivertsen;male;38.5;3;0;0;72500.0;102;Chrome;;Yes
1171;Sage, Master. Thomas Henry;male;;3;8;2;695500.0;127;Chrome;;Yes
1172;Sage, Master. William Henry;male;14.5;3;8;2;695500.0;236;Chrome;;Yes
1173;Sage, Miss. Ada;female;;3;8;2;695500.0;43;Chrome;;Yes
1174;Sage, Miss. Constance Gladys;female;;3;8;2;695500.0;255;Chrome;;Yes
1175;"Sage, Miss. Dorothy Edith ""Dolly""";female;;3;8;2;695500.0;10;Chrome;;Yes
1176;Sage, Miss. Stella Anna;female;;3;8;2;695500.0;163;Chrome;;Yes
1177;Sage, Mr. Douglas Bullen;male;;3;8;2;695500.0;206;Chrome;;Yes
1178;Sage, Mr. Frederick;male;;3;8;2;695500.0;181;Chrome;;Yes
1179;Sage, Mr. George John Jr;male;;3;8;2;695500.0;142;Chrome;;Yes
1180;Sage, Mr. John George;male;;3;1;9;695500.0;222;Chrome;;Yes
1181;Sage, Mrs. John (Annie Bullen);female;;3;1;9;695500.0;160;Chrome;;Yes
1182;Salander, Mr. Karl Johan;male;24.0;3;0;0;93250.0;222;Chrome;;Yes
1183;Salkjelsvik, Miss. Anna Kristine;female;21.0;3;0;0;76500.0;1;Chrome;;No
1184;Salonen, Mr. Johan Werner;male;39.0;3;0;0;79250.0;109;Chrome;;Yes
1185;Samaan, Mr. Elias;male;;3;2;0;216792.0;191;Internet Explorer;;Yes
1186;Samaan, Mr. Hanna;male;;3;2;0;216792.0;66;Internet Explorer;;Yes
1187;Samaan, Mr. Youssef;male;;3;2;0;216792.0;227;Internet Explorer;;Yes
1188;Sandstrom, Miss. Beatrice Irene;female;1.0;3;1;1;167000.0;174;Chrome;;No
1189;Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson);female;24.0;3;0;2;167000.0;256;Chrome;;No
1190;Sandstrom, Miss. Marguerite Rut;female;4.0;3;1;1;167000.0;184;Chrome;;No
1191;Sap, Mr. Julius;male;25.0;3;0;0;95000.0;104;Chrome;;No
1192;Saundercock, Mr. William Henry;male;20.0;3;0;0;80500.0;59;Chrome;;Yes
1193;Sawyer, Mr. Frederick Charles;male;24.5;3;0;0;80500.0;213;Chrome;;Yes
1194;Scanlan, Mr. James;male;;3;0;0;77250.0;52;Firefox;;Yes
1195;Sdycoff, Mr. Todor;male;;3;0;0;78958.0;24;Chrome;;Yes
1196;Shaughnessy, Mr. Patrick;male;;3;0;0;77500.0;44;Firefox;;Yes
1197;Sheerlinck, Mr. Jan Baptist;male;29.0;3;0;0;95000.0;213;Chrome;;No
1198;Shellard, Mr. Frederick William;male;;3;0;0;151000.0;97;Chrome;;Yes
1199;Shine, Miss. Ellen Natalia;female;;3;0;0;77792.0;37;Firefox;;No
1200;Shorney, Mr. Charles Joseph;male;;3;0;0;80500.0;157;Chrome;;Yes
1201;Simmons, Mr. John;male;;3;0;0;80500.0;130;Chrome;;Yes
1202;Sirayanian, Mr. Orsen;male;22.0;3;0;0;72292.0;151;Internet Explorer;;Yes
1203;Sirota, Mr. Maurice;male;;3;0;0;80500.0;194;Chrome;;Yes
1204;Sivic, Mr. Husein;male;40.0;3;0;0;78958.0;82;Chrome;;Yes
1205;Sivola, Mr. Antti Wilhelm;male;21.0;3;0;0;79250.0;66;Chrome;;Yes
1206;Sjoblom, Miss. Anna Sofia;female;18.0;3;0;0;74958.0;147;Chrome;;No
1207;Skoog, Master. Harald;male;4.0;3;3;2;279000.0;133;Chrome;;Yes
1208;Skoog, Master. Karl Thorsten;male;10.0;3;3;2;279000.0;196;Chrome;;Yes
1209;Skoog, Miss. Mabel;female;9.0;3;3;2;279000.0;235;Chrome;;Yes
1210;Skoog, Miss. Margit Elizabeth;female;2.0;3;3;2;279000.0;104;Chrome;;Yes
1211;Skoog, Mr. Wilhelm;male;40.0;3;1;4;279000.0;183;Chrome;;Yes
1212;Skoog, Mrs. William (Anna Bernhardina Karlsson);female;45.0;3;1;4;279000.0;40;Chrome;;Yes
1213;Slabenoff, Mr. Petco;male;;3;0;0;78958.0;36;Chrome;;Yes
1214;Slocovski, Mr. Selman Francis;male;;3;0;0;80500.0;256;Chrome;;Yes
1215;Smiljanic, Mr. Mile;male;;3;0;0;86625.0;143;Chrome;;Yes
1216;Smith, Mr. Thomas;male;;3;0;0;77500.0;92;Firefox;;Yes
1217;Smyth, Miss. Julia;female;;3;0;0;77333.0;17;Firefox;;No
1218;Soholt, Mr. Peter Andreas Lauritz Andersen;male;19.0;3;0;0;76500.0;38;Chrome;;Yes
1219;Somerton, Mr. Francis William;male;30.0;3;0;0;80500.0;254;Chrome;;Yes
1220;Spector, Mr. Woolf;male;;3;0;0;80500.0;234;Chrome;;Yes
1221;Spinner, Mr. Henry John;male;32.0;3;0;0;80500.0;180;Chrome;;Yes
1222;Staneff, Mr. Ivan;male;;3;0;0;78958.0;102;Chrome;;Yes
1223;Stankovic, Mr. Ivan;male;33.0;3;0;0;86625.0;94;Internet Explorer;;Yes
1224;Stanley, Miss. Amy Zillah Elsie;female;23.0;3;0;0;75500.0;74;Chrome;;No
1225;Stanley, Mr. Edward Roland;male;21.0;3;0;0;80500.0;87;Chrome;;Yes
1226;Storey, Mr. Thomas;male;60.5;3;0;0;;153;Chrome;;Yes
1227;Stoytcheff, Mr. Ilia;male;19.0;3;0;0;78.958;241;Chrome;;Yes
1228;Strandberg, Miss. Ida Sofia;female;22.0;3;0;0;98.375;11;Chrome;;Yes
1229;Stranden, Mr. Juho;male;31.0;3;0;0;7.925;85;Chrome;;No
1230;Strilic, Mr. Ivan;male;27.0;3;0;0;86.625;14;Chrome;;Yes
1231;Strom, Miss. Telma Matilda;female;2.0;3;0;1;104.625;82;Chrome;;Yes
1232;Strom, Mrs. Wilhelm (Elna Matilda Persson);female;29.0;3;1;1;104.625;70;Chrome;;Yes
1233;Sunderland, Mr. Victor Francis;male;16.0;3;0;0;8.05;127;Chrome;;No
1234;Sundman, Mr. Johan Julian;male;44.0;3;0;0;7.925;242;Chrome;;No
1235;Sutehall, Mr. Henry Jr;male;25.0;3;0;0;7.05;137;Chrome;;Yes
1236;Svensson, Mr. Johan;male;74.0;3;0;0;7.775;183;Chrome;;Yes
1237;Svensson, Mr. Johan Cervin;male;14.0;3;0;0;9.225;73;Chrome;;No
1238;Svensson, Mr. Olof;male;24.0;3;0;0;77.958;183;Chrome;;Yes
1239;Tenglin, Mr. Gunnar Isidor;male;25.0;3;0;0;77.958;140;Chrome;;No
1240;Theobald, Mr. Thomas Leonard;male;34.0;3;0;0;8.05;196;Chrome;;Yes
1241;Thomas, Master. Assad Alexander;male;0.4167;3;0;1;85.167;78;Internet Explorer;;No
1242;Thomas, Mr. Charles P;male;;3;1;0;64.375;81;Internet Explorer;;Yes
1243;Thomas, Mr. John;male;;3;0;0;64.375;222;Internet Explorer;;Yes
1244;Thomas, Mr. Tannous;male;;3;0;0;7.225;201;Internet Explorer;;Yes
1245;"Thomas, Mrs. Alexander (Thamine ""Thelma"")";female;16.0;3;1;1;85.167;100;Internet Explorer;;No
1246;Thomson, Mr. Alexander Morrison;male;;3;0;0;8.05;36;Chrome;;Yes
1247;Thorneycroft, Mr. Percival;male;;3;1;0;16.1;255;Chrome;;Yes
1248;Thorneycroft, Mrs. Percival (Florence Kate White);female;;3;1;0;16.1;43;Chrome;;No
1249;Tikkanen, Mr. Juho;male;32.0;3;0;0;7.925;96;Chrome;;Yes
1250;Tobin, Mr. Roger;male;;3;0;0;7.75;236;Firefox;;Yes
1251;Todoroff, Mr. Lalio;male;;3;0;0;78.958;12;Chrome;;Yes
1252;Tomlin, Mr. Ernest Portage;male;30.5;3;0;0;8.05;162;Chrome;;Yes
1253;Torber, Mr. Ernst William;male;44.0;3;0;0;8.05;134;Chrome;;Yes
1254;Torfa, Mr. Assad;male;;3;0;0;72.292;83;Internet Explorer;;Yes
1255;Tornquist, Mr. William Henry;male;25.0;3;0;0;0.0;70;Chrome;;No
1256;Toufik, Mr. Nakli;male;;3;0;0;72.292;254;Internet Explorer;;Yes
1257;Touma, Master. Georges Youssef;male;7.0;3;1;1;152.458;95;Internet Explorer;;No
1258;Touma, Miss. Maria Youssef;female;9.0;3;1;1;152.458;141;Internet Explorer;;No
1259;Touma, Mrs. Darwis (Hanne Youssef Razi);female;29.0;3;0;2;152.458;60;Internet Explorer;;No
1260;Turcin, Mr. Stjepan;male;36.0;3;0;0;78.958;245;Chrome;;Yes
1261;Turja, Miss. Anna Sofia;female;18.0;3;0;0;98.417;137;Chrome;;No
1262;Turkula, Mrs. (Hedwig);female;63.0;3;0;0;95.875;79;Chrome;;No
1263;van Billiard, Master. James William;male;;3;1;1;14.5;51;Chrome;;Yes
1264;van Billiard, Master. Walter John;male;11.5;3;1;1;14.5;209;Chrome;;Yes
1265;van Billiard, Mr. Austin Blyler;male;40.5;3;0;2;14.5;231;Chrome;;Yes
1266;Van Impe, Miss. Catharina;female;10.0;3;0;2;24.15;12;Chrome;;Yes
1267;Van Impe, Mr. Jean Baptiste;male;36.0;3;1;1;24.15;143;Chrome;;Yes
1268;Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert);female;30.0;3;1;1;24.15;41;Chrome;;Yes
1269;van Melkebeke, Mr. Philemon;male;;3;0;0;9.5;155;Chrome;;Yes
1270;Vande Velde, Mr. Johannes Joseph;male;33.0;3;0;0;9.5;115;Chrome;;Yes
1271;Vande Walle, Mr. Nestor Cyriel;male;28.0;3;0;0;9.5;46;Chrome;;Yes
1272;Vanden Steen, Mr. Leo Peter;male;28.0;3;0;0;9.5;221;Chrome;;Yes
1273;Vander Cruyssen, Mr. Victor;male;47.0;3;0;0;9.0;2;Chrome;;Yes
1274;Vander Planke, Miss. Augusta Maria;female;18.0;3;2;0;18.0;23;Chrome;;Yes
1275;Vander Planke, Mr. Julius;male;31.0;3;3;0;18.0;54;Chrome;;Yes
1276;Vander Planke, Mr. Leo Edmondus;male;16.0;3;2;0;18.0;38;Chrome;;Yes
1277;Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele);female;31.0;3;1;0;18.0;90;Chrome;;Yes
1278;Vartanian, Mr. David;male;22.0;3;0;0;7.225;24;Internet Explorer;;No
1279;Vendel, Mr. Olof Edvin;male;20.0;3;0;0;78.542;225;Chrome;;Yes
1280;Vestrom, Miss. Hulda Amanda Adolfina;female;14.0;3;0;0;78.542;39;Chrome;;Yes
1281;Vovk, Mr. Janko;male;22.0;3;0;0;78.958;204;Chrome;;Yes
1282;Waelens, Mr. Achille;male;22.0;3;0;0;9.0;100;Chrome;Antwerp, Belgium / Stanton, OH;Yes
1283;Ware, Mr. Frederick;male;;3;0;0;8.05;134;Chrome;;Yes
1284;Warren, Mr. Charles William;male;;3;0;0;7.55;39;Chrome;;Yes
1285;Webber, Mr. James;male;;3;0;0;8.05;201;Chrome;;Yes
1286;Wenzel, Mr. Linhart;male;32.5;3;0;0;9.5;186;Chrome;;Yes
